author,episode_number,episode_title,quote,quote_order,season
Ross,2.0,The Sonogram At The End,Well? Isn't that amazing?,231.0,1.0
Joey,2.0,The Sonogram At The End,What are we supposed to be seeing here?,232.0,1.0
Chandler,2.0,The Sonogram At The End,"I dunno, but.. I think it's about to attack the Enterprise.",233.0,1.0
Phoebe,2.0,The Sonogram At The End,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",234.0,1.0
Ross,2.0,The Sonogram At The End,"Then don't do that, alright?",235.0,1.0
Phoebe,2.0,The Sonogram At The End,Okay!,236.0,1.0
Ross,2.0,The Sonogram At The End,(walks over to where Monica is standing)Monica. Whaddya think?,237.0,1.0
Monica,2.0,The Sonogram At The End,(welling up) Mm-hmm.,238.0,1.0
Ross,2.0,The Sonogram At The End,Wh- are you welling up?,239.0,1.0
Monica,2.0,The Sonogram At The End,No.,240.0,1.0
Ross,2.0,The Sonogram At The End,"You are, you're welling up.",241.0,1.0
Monica,2.0,The Sonogram At The End,Am not!,242.0,1.0
Ross,2.0,The Sonogram At The End,You're gonna be an aunt.,243.0,1.0
Monica,2.0,The Sonogram At The End,(pushes him and starts to cry) Oh shut up!,244.0,1.0
Rachel,2.0,The Sonogram At The End,"(on phone) Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. (Slams the phone down.) (To everyone) Okay, I know it was a cheap shot, but I feel so much better now.",245.0,1.0
Phoebe,3.0,The Thumb,(entering) Hi guys!,0.0,1.0
All,3.0,The Thumb,"Hey, Pheebs! Hi!",1.0,1.0
Ross,3.0,The Thumb,"Hey. Oh, oh, how'd it go?",2.0,1.0
Phoebe,3.0,The Thumb,"Um, not so good. He walked me to the subway and said 'We should do this again!'",3.0,1.0
All,3.0,The Thumb,Ohh. Ouch.,4.0,1.0
Rachel,3.0,The Thumb,"What? He said 'we should do it again', that's good, right?",5.0,1.0
Monica,3.0,The Thumb,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",6.0,1.0
Rachel,3.0,The Thumb,Since when?,7.0,1.0
Joey,3.0,The Thumb,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",8.0,1.0
Chandler,3.0,The Thumb,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,9.0,1.0
Phoebe,3.0,The Thumb,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",10.0,1.0
Rachel,3.0,The Thumb,And everybody knows this?,11.0,1.0
Joey,3.0,The Thumb,Yeah. Cushions the blow.,12.0,1.0
Chandler,3.0,The Thumb,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",13.0,1.0
Ross,3.0,The Thumb,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",14.0,1.0
Monica,3.0,The Thumb,"Uh, Ross.",15.0,1.0
Ross,3.0,The Thumb,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",16.0,1.0
Chandler,3.0,The Thumb,"""So how does it feel knowing you're about to die?""",18.0,1.0
Joey,3.0,The Thumb,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",19.0,1.0
Chandler,3.0,The Thumb,"Hey, that was really good!",20.0,1.0
Joey,3.0,The Thumb,Thanks! Let's keep going.,21.0,1.0
Chandler,3.0,The Thumb,"Okay. ""So. Whaddya want from me, Damone, huh?""",22.0,1.0
Joey,3.0,The Thumb,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""",23.0,1.0
Chandler,3.0,The Thumb,"""Smoke away.""",24.0,1.0
Chandler,3.0,The Thumb,I think this is probably why Damone smokes in his cell alone.,25.0,1.0
Joey,3.0,The Thumb,What?,26.0,1.0
Chandler,3.0,The Thumb,Relax your hand!,27.0,1.0
Chandler,3.0,The Thumb,Not so much!,28.0,1.0
Joey,3.0,The Thumb,Whoah!,29.0,1.0
Chandler,3.0,The Thumb,Hey!,30.0,1.0
Joey,3.0,The Thumb,Hey!,31.0,1.0
Chandler,3.0,The Thumb,"Alright, now try taking a puff.",32.0,1.0
Chandler,3.0,The Thumb,Alright.. okay. No. Give it to me.,33.0,1.0
Joey,3.0,The Thumb,"No no no, I am not giving you a cigarette.",34.0,1.0
Chandler,3.0,The Thumb,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",35.0,1.0
Chandler,3.0,The Thumb,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",36.0,1.0
Joey,3.0,The Thumb,Y'miss it?,37.0,1.0
Chandler,3.0,The Thumb,"Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my.. God. (He continues to smoke.)",38.0,1.0
Monica,3.0,The Thumb,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",39.0,1.0
Joey,3.0,The Thumb,That's ridiculous!,40.0,1.0
Ross,3.0,The Thumb,Can I use.. either thumb?,41.0,1.0
Rachel,3.0,The Thumb,"(carrying a tray of drinks) Alright, don't tell me, don't tell me! (Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!",42.0,1.0
All,3.0,The Thumb,"Yeah. Yeah, excellent.",43.0,1.0
Rachel,3.0,The Thumb,(leaving to serve others) Good for me!,44.0,1.0
Joey,3.0,The Thumb,"Y'okay, Phoebe?",45.0,1.0
Phoebe,3.0,The Thumb,"Yeah- no- I'm just- it's, I haven't worked- It's my bank.",46.0,1.0
Monica,3.0,The Thumb,What did they do to you?,47.0,1.0
Phoebe,3.0,The Thumb,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-",48.0,1.0
Ross,3.0,The Thumb,Easy.,49.0,1.0
Phoebe,3.0,The Thumb,- and there's five hundred extra dollars in my account.,50.0,1.0
Chandler,3.0,The Thumb,"Oh, Satan's minions at work again...",51.0,1.0
Phoebe,3.0,The Thumb,"Yes, 'cause now I have to go down there, and deal with them.",52.0,1.0
Joey,3.0,The Thumb,What are you talking about? Keep it!,53.0,1.0
Phoebe,3.0,The Thumb,"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",54.0,1.0
Rachel,3.0,The Thumb,"Yeah, but if you spent it, it would be like shopping!",55.0,1.0
Phoebe,3.0,The Thumb,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",56.0,1.0
Monica,3.0,The Thumb,We're with you. We got it.,57.0,1.0
Phoebe,3.0,The Thumb,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,58.0,1.0
Rachel,3.0,The Thumb,"Chandler, what are you doing?",59.0,1.0
Monica,3.0,The Thumb,(puling him up) Hey. Whaddya doing?,60.0,1.0
All,3.0,The Thumb,"Oh! Oh, God!",61.0,1.0
Ross,3.0,The Thumb,What is this?!,62.0,1.0
Chandler,3.0,The Thumb,"I'm smoking. I'm smoking, I'm smoking.",63.0,1.0
Phoebe,3.0,The Thumb,"Oh, I can't believe you! You've been so good, for three years!",64.0,1.0
Chandler,3.0,The Thumb,And this- is my reward!,65.0,1.0
Ross,3.0,The Thumb,"Hold on a second, alright? Just think about what you went through the last time you quit.",66.0,1.0
Chandler,3.0,The Thumb,"Okay, so this time I won't quit!",67.0,1.0
All,3.0,The Thumb,Ohhh! Put it out!,68.0,1.0
Chandler,3.0,The Thumb,"All right! I'm putting it out, I'm putting it out. (He drops it in Phoebe's coffee.)",69.0,1.0
Phoebe,3.0,The Thumb,"Oh, no! I- I can't drink this now!",70.0,1.0
Monica,3.0,The Thumb,"Alright. I'm gonna go change, I've got a date.",71.0,1.0
Rachel,3.0,The Thumb,This Alan again? How's it goin'?,72.0,1.0
Monica,3.0,The Thumb,"'S'going pretty good, y'know? It's nice, and, we're having fun.",73.0,1.0
Joey,3.0,The Thumb,So when do we get to meet the guy?,74.0,1.0
Monica,3.0,The Thumb,"Let's see, today's Monday... Never.",75.0,1.0
All,3.0,The Thumb,"Oh, come on! Come on!",76.0,1.0
Monica,3.0,The Thumb,No. Not after what happened with Steve.,77.0,1.0
Chandler,3.0,The Thumb,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.,78.0,1.0
Monica,3.0,The Thumb,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",79.0,1.0
Rachel,3.0,The Thumb,"Well, then can we meet him?",80.0,1.0
Monica,3.0,The Thumb,Nope. Schhorry.,81.0,1.0
Monica,3.0,The Thumb,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",82.0,1.0
Paula,3.0,The Thumb,"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing. I mean, they're your friends, they're just looking out after you.",83.0,1.0
Monica,3.0,The Thumb,"I know. I just wish that once, I'd bring a guy home that they actually liked.",84.0,1.0
Paula,3.0,The Thumb,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",85.0,1.0
Joey,3.0,The Thumb,"Let it go, Ross.",86.0,1.0
Ross,3.0,The Thumb,"Yeah, well, you didn't know Chi Chi.",87.0,1.0
Monica,3.0,The Thumb,Do you all promise?,88.0,1.0
All,3.0,The Thumb,Yeah! We promise! We'll be good!,89.0,1.0
Monica,3.0,The Thumb,(shouts to Chandler) Chandler? Do you promise to be good?,90.0,1.0
Joey,3.0,The Thumb,"You can come in, but your filter-tipped little buddy has to stay outside!",91.0,1.0
Ross,3.0,The Thumb,"Hey, Pheebs.",92.0,1.0
Phoebe,3.0,The Thumb,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- (Searches in her purse) -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!",93.0,1.0
Rachel,3.0,The Thumb,What bank is this?,94.0,1.0
Monica,3.0,The Thumb,Hey. It's him. (On the intercom) Who is it?,95.0,1.0
Alan,3.0,The Thumb,(on the intercom) It's Alan.,96.0,1.0
Joey,3.0,The Thumb,(shouting to Chandler) Chandler! He's here!,97.0,1.0
Monica,3.0,The Thumb,"(to all) Okay, please be good, please. Just remember how much you all like me.",98.0,1.0
Monica,3.0,The Thumb,"Hi. Alan, this is everybody. Everybody, this is Alan.",99.0,1.0
Alan,3.0,The Thumb,Hi.,100.0,1.0
All,3.0,The Thumb,"Hi, Alan.",101.0,1.0
Alan,3.0,The Thumb,I've heard schho much about all you guyschh!,102.0,1.0
Monica,3.0,The Thumb,"(to Alan) Thanks. I'll call you tomorrow. (Alan exits, to all) Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?",103.0,1.0
Monica,3.0,The Thumb,C'mon!,104.0,1.0
Ross,3.0,The Thumb,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.",105.0,1.0
All,3.0,The Thumb,Loved him! Yeah! He's great!,106.0,1.0
Monica,3.0,The Thumb,Wait a minute! We're talking about someone that I'm going out with?,107.0,1.0
All,3.0,The Thumb,Yeah!,108.0,1.0
Rachel,3.0,The Thumb,And did you notice...? (She spreads her thumb and index finger.),109.0,1.0
The Guys,3.0,The Thumb,(reluctantly) Yeah.,110.0,1.0
Joey,3.0,The Thumb,Know what was great? The way his smile was kinda crooked.,111.0,1.0
Phoebe,3.0,The Thumb,"Yes, yes! Like the man in the shoe!",112.0,1.0
Ross,3.0,The Thumb,...What shoe?,113.0,1.0
Phoebe,3.0,The Thumb,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",114.0,1.0
Ross,3.0,The Thumb,...So I think Alan will become the yardstick against which all future boyfriends will be measured.,115.0,1.0
Rachel,3.0,The Thumb,"What future boyfriends? Nono, I th- I think this could be, y'know, it.",116.0,1.0
Monica,3.0,The Thumb,Really!,117.0,1.0
Chandler,3.0,The Thumb,"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right? (Does the impression)",118.0,1.0
Ross,3.0,The Thumb,"You know what I like most about him, though?",119.0,1.0
All,3.0,The Thumb,What?,120.0,1.0
Ross,3.0,The Thumb,The way he makes me feel about myself.,121.0,1.0
All,3.0,The Thumb,Yeah...,122.0,1.0
Monica,3.0,The Thumb,Hi.. how was the game?,124.0,1.0
Ross,3.0,The Thumb,Well..,125.0,1.0
All,3.0,The Thumb,WE WON!! Thank you! Yes!,126.0,1.0
Monica,3.0,The Thumb,Fantastic! I have one question: How is that possible?,127.0,1.0
Joey,3.0,The Thumb,Alan.,128.0,1.0
Ross,3.0,The Thumb,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",129.0,1.0
Rachel,3.0,The Thumb,"I mean, it-it was like, it was like he made us into a team.",130.0,1.0
Chandler,3.0,The Thumb,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",131.0,1.0
Monica,3.0,The Thumb,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,132.0,1.0
Ross,3.0,The Thumb,What?,133.0,1.0
Monica,3.0,The Thumb,"..I dunno, a little too Alan?",134.0,1.0
Rachel,3.0,The Thumb,"Well, no. That's impossible. You can never be too Alan.",135.0,1.0
Ross,3.0,The Thumb,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",136.0,1.0
Chandler,3.0,The Thumb,I personally could have a gallon of Alan.,137.0,1.0
Phoebe,3.0,The Thumb,"Hey, Lizzie.",138.0,1.0
Lizzie,3.0,The Thumb,"Hey, Weird Girl.",139.0,1.0
Phoebe,3.0,The Thumb,I brought you alphabet soup.,140.0,1.0
Lizzie,3.0,The Thumb,Did you pick out the vowels?,141.0,1.0
Phoebe,3.0,The Thumb,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)",142.0,1.0
Lizzie,3.0,The Thumb,Saltines?,143.0,1.0
Phoebe,3.0,The Thumb,"No, but would you like a thousand dollars and a football phone?",144.0,1.0
Lizzie,3.0,The Thumb,"What? (She opens the envelope Phoebe has given her.) Oh my God, there's really money in here.",145.0,1.0
Phoebe,3.0,The Thumb,I know.,146.0,1.0
Lizzie,3.0,The Thumb,"Weird Girl, what are you doing?",147.0,1.0
Phoebe,3.0,The Thumb,"No, I want you to have it. I don't want it.",148.0,1.0
Lizzie,3.0,The Thumb,"No, no, I ha-I have to give you something.",149.0,1.0
Phoebe,3.0,The Thumb,"Oh, that's fine, no.",150.0,1.0
Lizzie,3.0,The Thumb,Would you like my tin-foil hat?,151.0,1.0
Phoebe,3.0,The Thumb,"No. 'Cause you need that. No, it's okay, thanks.",152.0,1.0
Lizzie,3.0,The Thumb,"Please, let me do something.",153.0,1.0
Phoebe,3.0,The Thumb,"Okay, alright, you buy me a soda, and then we're even. Okay?",154.0,1.0
Lizzie,3.0,The Thumb,Okay.,155.0,1.0
Phoebe,3.0,The Thumb,Okay.,156.0,1.0
Lizzie,3.0,The Thumb,Keep the change. (To Phoebe) Sure you don't wanna pretzel?,157.0,1.0
Phoebe,3.0,The Thumb,"No, I'm fine.",158.0,1.0
Lizzie,3.0,The Thumb,(leaves) See ya.,159.0,1.0
Phoebe,3.0,The Thumb,Huh!,160.0,1.0
Ross,3.0,The Thumb,A thumb?!,161.0,1.0
All,3.0,The Thumb,Eww!,162.0,1.0
Phoebe,3.0,The Thumb,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",163.0,1.0
Chandler,3.0,The Thumb,"Well, maybe it's a contest, y'know? Like, collect all five?",164.0,1.0
Phoebe,3.0,The Thumb,"Does, um, anyone wanna see?",165.0,1.0
All,3.0,The Thumb,Nooo!,166.0,1.0
All,3.0,The Thumb,"Oh, hey, don't do that! Cut it out!",167.0,1.0
Rachel,3.0,The Thumb,It's worse than the thumb!,168.0,1.0
Chandler,3.0,The Thumb,"Hey, this is so unfair!",169.0,1.0
Monica,3.0,The Thumb,"Oh, why is it unfair?",170.0,1.0
Chandler,3.0,The Thumb,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",171.0,1.0
Joey,3.0,The Thumb,...Does the knuckle-cracking bother everybody?,172.0,1.0
Rachel,3.0,The Thumb,"Well, I-I could live without it.",173.0,1.0
Joey,3.0,The Thumb,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",174.0,1.0
Ross,3.0,The Thumb,"Oh, now, don't listen to him, Pheebs, I think it's endearing.",175.0,1.0
Joey,3.0,The Thumb,"Oh, (Imitating Ross) ""you do, do you""?",176.0,1.0
Ross,3.0,The Thumb,"You know, there's nothing wrong with speaking correctly.",177.0,1.0
Rachel,3.0,The Thumb,"""Indeed there isn't""... I should really get back to work.",178.0,1.0
Phoebe,3.0,The Thumb,"Yeah, 'cause otherwise someone might get what they actually ordered.",179.0,1.0
Rachel,3.0,The Thumb,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",180.0,1.0
Monica,3.0,The Thumb,Did you ever go out with a guy your friends all really like?,181.0,1.0
Paula,3.0,The Thumb,No.,182.0,1.0
Monica,3.0,The Thumb,"Okay.. Well, I'm going out with a guy my friends all really like.",183.0,1.0
Paula,3.0,The Thumb,"Waitwait.. we talking about the coyotes here? All right, a cow got through!",184.0,1.0
Monica,3.0,The Thumb,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",185.0,1.0
Paula,3.0,The Thumb,"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!",186.0,1.0
Monica,3.0,The Thumb,I know.. it's gonna be really hard.,187.0,1.0
Paula,3.0,The Thumb,"Well, he's a big boy, he'll get over it.",188.0,1.0
Monica,3.0,The Thumb,"No, he'll be fine. It's the other five I'm worried about.",189.0,1.0
Joey,3.0,The Thumb,Do you have any respect for your body?,190.0,1.0
Ross,3.0,The Thumb,Don't you realise what you're-you're doing to yourself?,191.0,1.0
Chandler,3.0,The Thumb,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",192.0,1.0
Rachel,3.0,The Thumb,"(holding the phone out to Chandler) Chandler? It's Alan, he wants to speak to you.",193.0,1.0
Chandler,3.0,The Thumb,"Really? He does? (taking the phone) Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks! (He hands the phone back and stubs out his cigarette.)",194.0,1.0
Rachel,3.0,The Thumb,"(to Ross, who has wandered up) God, he's good.",195.0,1.0
Ross,3.0,The Thumb,If only he were a woman.,196.0,1.0
Rachel,3.0,The Thumb,Yeah.,197.0,1.0
Chandler,3.0,The Thumb,"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too.",198.0,1.0
Ross,3.0,The Thumb,Okay. I think it's time to change somebody's nicotine patch. (Does so.),199.0,1.0
Monica,3.0,The Thumb,(entering) Hey. Where's Joey?,200.0,1.0
Chandler,3.0,The Thumb,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",201.0,1.0
Rachel,3.0,The Thumb,I think he's across the hall.,202.0,1.0
Monica,3.0,The Thumb,Thanks. (Goes to fetch him.),203.0,1.0
Ross,3.0,The Thumb,(finishing changing Chandler's nicotine patch) There y'go.,204.0,1.0
Chandler,3.0,The Thumb,"(deadpan) Ooh, I'm alive with pleasure now.",205.0,1.0
Ross,3.0,The Thumb,"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?",206.0,1.0
Phoebe,3.0,The Thumb,Does anyone want the rest of this Pop-Tart?,207.0,1.0
Ross,3.0,The Thumb,"Hey, I might!",208.0,1.0
Phoebe,3.0,The Thumb,"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.",209.0,1.0
All,3.0,The Thumb,You're kidding. Oh my God.,210.0,1.0
Phoebe,3.0,The Thumb,"And on my way over here, I stepped in gum. ...What is up with the universe?!",211.0,1.0
Joey,3.0,The Thumb,"(dragged in by Monica, he has just gotten out of the shower) What's going on?",212.0,1.0
Monica,3.0,The Thumb,Nothing. I just think it's nice when we're all here together.,213.0,1.0
Joey,3.0,The Thumb,Even nicer when everyone gets to wear their underwear..,214.0,1.0
Rachel,3.0,The Thumb,"Uh, Joey..",215.0,1.0
Joey,3.0,The Thumb,"Oh, God! (Hurriedly closes his legs.)",216.0,1.0
Monica,3.0,The Thumb,(turns off the TV) Okay..,217.0,1.0
All,3.0,The Thumb,Oh! That was Lambchop!,218.0,1.0
Monica,3.0,The Thumb,"Please, guys, we have to talk.",219.0,1.0
Phoebe,3.0,The Thumb,"Wait, wait, I'm getting a deja vu...no, I'm not.",220.0,1.0
Monica,3.0,The Thumb,"Alright, we have to talk.",221.0,1.0
Phoebe,3.0,The Thumb,There it is!,222.0,1.0
Monica,3.0,The Thumb,"Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan.",223.0,1.0
Ross,3.0,The Thumb,Is there somebody else?,224.0,1.0
Monica,3.0,The Thumb,"No, nononono.. it's just.. things change. People change.",225.0,1.0
Rachel,3.0,The Thumb,We didn't change..,226.0,1.0
Joey,3.0,The Thumb,So that's it? It's over? Just like that?,227.0,1.0
Phoebe,3.0,The Thumb,"You know.. you let your guard down, you start to really care about someone, and I just- I- (starts chewing her hair)",228.0,1.0
Monica,3.0,The Thumb,"Look, I- I could go on pretending-",229.0,1.0
Joey,3.0,The Thumb,Okay!,230.0,1.0
Monica,3.0,The Thumb,"-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!",231.0,1.0
Ross,3.0,The Thumb,"Who-who wants fair? Y'know, I just want things back. Y'know, the way they were.",232.0,1.0
Monica,3.0,The Thumb,I'm sorry..,233.0,1.0
Chandler,3.0,The Thumb,"(sarcastic) Oh, she's sorry! I feel better!",234.0,1.0
Rachel,3.0,The Thumb,"(tearful) I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-",235.0,1.0
Monica,3.0,The Thumb,I'll meet somone else. There'll be other Alans.,236.0,1.0
All,3.0,The Thumb,"Oh, yeah! Right!",237.0,1.0
Monica,3.0,The Thumb,Are you guys gonna be okay?,238.0,1.0
Ross,3.0,The Thumb,"Hey hey, we'll be fine. We're just gonna need a little time.",239.0,1.0
Monica,3.0,The Thumb,(dubious) I understand.,240.0,1.0
Alan,3.0,The Thumb,Wow.,241.0,1.0
Monica,3.0,The Thumb,"I'm, I'm really sorry.",242.0,1.0
Alan,3.0,The Thumb,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",243.0,1.0
Monica,3.0,The Thumb,Relieved?,244.0,1.0
Alan,3.0,The Thumb,"Yeah, well, I had a great time with you.. I just can't stand your friends.",245.0,1.0
Rachel,3.0,The Thumb,Remember when we went to Central Park and rented boats?.. That was fun.,247.0,1.0
Ross,3.0,The Thumb,Yeah. He could row like a viking.,248.0,1.0
Monica,3.0,The Thumb,(entering) Hi.,249.0,1.0
All,3.0,The Thumb,Mmm.,250.0,1.0
Ross,3.0,The Thumb,So how'd it go?,251.0,1.0
Monica,3.0,The Thumb,"Oh, y'know..",252.0,1.0
Phoebe,3.0,The Thumb,Did he mention us?,253.0,1.0
Monica,3.0,The Thumb,He said he's really gonna miss you guys. (dubious look),254.0,1.0
Ross,3.0,The Thumb,"You had a rough day, huh.. c'mere. (She sits down and Ross strokes her forehead.)",255.0,1.0
Chandler,3.0,The Thumb,...That's it. I'm getting cigarettes.,256.0,1.0
All,3.0,The Thumb,No no no!,257.0,1.0
Chandler,3.0,The Thumb,"(leaving) I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",258.0,1.0
Phoebe,3.0,The Thumb,(shouting as he leaves) If you never smoke again I'll give you seven thousand dollars!,259.0,1.0
Chandler,3.0,The Thumb,"(returns) Yeah, alright.",260.0,1.0
Monica,4.0,George Stephanopoulos,Alright. Phoebe?,0.0,1.0
Phoebe,4.0,George Stephanopoulos,"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",1.0,1.0
Ross,4.0,George Stephanopoulos,"Yeah, see.. you took mine. Chandler, what about you?",2.0,1.0
Chandler,4.0,George Stephanopoulos,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",3.0,1.0
Rachel,4.0,George Stephanopoulos,"See, there's always one guy. (Mocking) ""If I had a wish, I'd wish for three more wishes."" (Joey enters.)",4.0,1.0
All,4.0,George Stephanopoulos,"Hey Joey. Hi. Hey, buddy.",5.0,1.0
Monica,4.0,George Stephanopoulos,"Hey, Joey, what would you do if you were omnipotent?",6.0,1.0
Joey,4.0,George Stephanopoulos,Probably kill myself!,7.0,1.0
Monica,4.0,George Stephanopoulos,..Excuse me?,8.0,1.0
Joey,4.0,George Stephanopoulos,"Hey, if Little Joey's dead, then I got no reason to live!",9.0,1.0
Ross,4.0,George Stephanopoulos,"Joey, uh- OMnipotent.",10.0,1.0
Joey,4.0,George Stephanopoulos,"You are? Ross, I'm sorry..",11.0,1.0
Monica,4.0,George Stephanopoulos,How does she do that?,13.0,1.0
Ross,4.0,George Stephanopoulos,I cannot sleep in a public place.,14.0,1.0
Monica,4.0,George Stephanopoulos,Would you look at her? She is so peaceful.,15.0,1.0
Phoebe,4.0,George Stephanopoulos,(waking and startling them) Oh! What what what! ...Hi.,16.0,1.0
Ross,4.0,George Stephanopoulos,"It's okay, y'know, you just nodded off again.",17.0,1.0
Monica,4.0,George Stephanopoulos,What's going on with you?,18.0,1.0
Phoebe,4.0,George Stephanopoulos,I got no sleep last night!,19.0,1.0
Ross,4.0,George Stephanopoulos,Why?,20.0,1.0
Phoebe,4.0,George Stephanopoulos,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",21.0,1.0
Monica,4.0,George Stephanopoulos,"Well, if you want, you can stay with Rachel and me tonight.",22.0,1.0
Phoebe,4.0,George Stephanopoulos,Thanks.,23.0,1.0
Joey,4.0,George Stephanopoulos,"...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here.",24.0,1.0
Chandler,4.0,George Stephanopoulos,You got waaaay too much free time.,25.0,1.0
Joey,4.0,George Stephanopoulos,"(to Ross) Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you.",26.0,1.0
Chandler,4.0,George Stephanopoulos,"Happy birthday, pal!",27.0,1.0
Joey,4.0,George Stephanopoulos,"We love you, man. (Kisses Ross)",28.0,1.0
Ross,4.0,George Stephanopoulos,"Funny, my birthday was seven months ago.",29.0,1.0
Joey,4.0,George Stephanopoulos,So?,30.0,1.0
Ross,4.0,George Stephanopoulos,"So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?",31.0,1.0
Chandler,4.0,George Stephanopoulos,"Well, aren't we Mr. ""The glass is half empty.""",32.0,1.0
Ross,4.0,George Stephanopoulos,"Oh my God, oh- is today the twentieth, October twentieth?",33.0,1.0
